Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Sub-Category,Quantity,Discount,Profit
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,12.06,Binders,5,0.7,-10.05
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,144.6,Art,3,0,41.934
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,15.992,Phones,1,0.2,-2.9985
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,34.44,Paper,3,0,17.22
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,321.552,Phones,6,0.2,20.097
Second Class,Corporate,United States,Louisville,Kentucky,40214,South,Furniture,701.96,Chairs,2,0,168.4704
First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,19.456,Art,4,0.2,3.4048
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,17.28,Labels,6,0,7.9488
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,31.96,Furnishings,2,0,1.598
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,164.688,Binders,6,0.2,55.5822
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,166.5,Tables,2,0.4,-66.6
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,12.96,Paper,2,0,6.2208
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,110.96,Paper,2,0,53.2608
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,99.98,Phones,2,0,3.9992
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,11.424,Binders,1,0.2,3.7128
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,128.124,Chairs,2,0.1,24.2012
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,101.4,Furnishings,5,0,38.532
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,5.904,Labels,2,0.2,1.9926
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,173.488,Paper,7,0.2,54.215
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,51.56,Furnishings,2,0.6,-61.872
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,3.564,Binders,3,0.8,-6.237
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,13.16,Fasteners,5,0.2,4.1125
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,3.828,Binders,3,0.8,-6.5076
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,304.99,Binders,5,0.8,-533.7325
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,18.16,Storage,2,0.2,1.816
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,319.984,Accessories,2,0.2,91.9954
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,19.68,Art,6,0,6.4944
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,781.864,Bookcases,10,0.32,-137.976
Second Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,30.816,Paper,9,0.2,9.63
Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,673.344,Tables,3,0.3,-76.9536
First Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,6.54,Fasteners,3,0,2.1582
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,572.8,Phones,2,0.2,50.12
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,197.05,Art,7,0,59.115
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,2022.272,Binders,8,0.2,682.5168
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,9.12,Art,3,0,3.1008
Same Day,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,38.16,Binders,9,0,19.08
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Furniture,1592.85,Tables,7,0,350.427
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,11.88,Binders,2,0,5.346
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Technology,120,Accessories,6,0,46.8
Standard Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,8.67,Appliances,1,0,2.3409
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,4.41,Paper,1,0,2.0286
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,167.94,Paper,3,0,82.2906
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,67.8,Paper,10,0,31.188
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,26.94,Furnishings,3,0,11.3148
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,32.04,Furnishings,3,0,8.01
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,32.13,Art,9,0,8.3538
Standard Class,Consumer,United States,Rome,New York,13440,East,Office Supplies,2.88,Art,1,0,0.8064
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,1091.93,Phones,7,0,272.9825
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,111.96,Paper,2,0,54.8604
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,26.7,Art,2,0,7.476
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,40.2,Binders,5,0,18.09
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,13.89,Art,3,0,4.5837
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,689.82,Storage,6,0,20.6946
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,38.34,Art,9,0,15.7194
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,9.264,Binders,3,0.8,-13.896
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,204.6664,Bookcases,1,0.32,-6.0196
Standard Class,Consumer,United States,Appleton,Wisconsin,54915,Central,Technology,1649.75,Accessories,5,0,544.4175
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,91.056,Paper,6,0.2,31.8696
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,54.208,Art,14,0.2,8.8088
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Technology,26.982,Phones,3,0.4,4.0473
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,6.912,Labels,3,0.2,2.5056
Second Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,435.504,Storage,3,0.2,48.9942
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,81.08,Appliances,4,0,22.7024
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,93.02,Storage,2,0,3.7208
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,323.976,Phones,3,0.2,36.4473
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,15.552,Paper,3,0.2,5.4432
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,32.592,Storage,3,0.2,-7.7406
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,83.92,Binders,5,0.2,29.372
First Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,199.9,Furnishings,5,0,39.98
First Class,Home Office,United States,Seattle,Washington,98115,West,Technology,31.176,Phones,3,0.2,-7.0146
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,172.752,Binders,6,0.2,60.4632
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,9.296,Binders,2,0.2,3.0212
Same Day,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,12.768,Storage,2,0.2,0.9576
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,52.76,Paper,2,0,24.2696
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,55.616,Storage,2,0.2,5.5616
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,427.644,Chairs,14,0.1,80.7772
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,40.67,Fasteners,7,0,12.6077
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,33.48,Storage,2,0,1.3392
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,9.728,Binders,2,0.2,3.2832
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,8.856,Furnishings,3,0.6,-6.8634
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,477.666,Bookcases,2,0.15,84.294
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,16.9,Paper,5,0,7.774
First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,39.96,Paper,2,0,18.7812
Second Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,191.968,Chairs,7,0.2,16.7972
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,35.52,Labels,3,0.2,13.32
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,6.23,Binders,5,0.8,-9.6565
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,56.704,Paper,2,0.2,19.1376
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,369.1992,Bookcases,3,0.32,-114.0174
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,1.98,Accessories,2,0,0.891
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,75.88,Paper,2,0,35.6636
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,6.848,Paper,2,0.2,2.14
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,4.626,Binders,2,0.7,-3.855
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,453.6,Appliances,3,0.2,90.72
First Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,13.848,Binders,3,0.2,5.193
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,577.584,Storage,6,0.2,43.3188
Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,151.96,Accessories,4,0,36.4704
Standard Class,Corporate,United States,Broomfield,Colorado,80020,West,Furniture,68.432,Furnishings,7,0.2,8.554
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,71.12,Furnishings,5,0.2,9.779
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,3.008,Fasteners,2,0.2,0.564
Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,184.66,Paper,7,0,84.9436
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,5.312,Furnishings,2,0.6,-1.5936
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,132.52,Accessories,5,0.2,34.7865
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,195.64,Storage,5,0.2,-44.019
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,51.968,Furnishings,2,0.2,10.3936
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,431.976,Accessories,3,0.2,-75.5958
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,224.937,Machines,3,0.7,-164.9538
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,6,Labels,2,0.2,2.1
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,11.76,Paper,2,0,5.7624
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,1125.488,Chairs,7,0.2,98.4802
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,12.645,Binders,5,0.7,-10.116
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,4.032,Art,2,0.2,1.0584
First Class,Corporate,United States,Fremont,Nebraska,68025,Central,Technology,79.96,Phones,4,0,22.3888
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,6.732,Binders,6,0.7,-4.488
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,33.568,Storage,2,0.2,1.6784
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,15.84,Envelopes,2,0.2,5.544
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,24.424,Labels,1,0.2,7.9378
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,17.12,Art,5,0.2,1.926
Same Day,Consumer,United States,Pomona,California,91767,West,Furniture,31.56,Furnishings,3,0,10.4148
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,105.686,Chairs,1,0.3,-28.6862
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,399.54,Machines,2,0.4,-79.908
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,104.93,Chairs,5,0.3,-4.497
First Class,Home Office,United States,New York City,New York,10035,East,Technology,1079.85,Phones,3,0,323.955
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,70.98,Storage,1,0,3.549
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,29.95,Art,5,0,8.6855
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,589.41,Chairs,5,0.1,-6.549
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,9.648,Fasteners,6,0.2,3.4974
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,400.784,Bookcases,1,0.2,-5.0098
First Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,53.72,Storage,4,0,13.9672
First Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,31.008,Paper,1,0.2,11.2404
Same Day,Consumer,United States,Concord,California,94521,West,Office Supplies,61.12,Binders,5,0.2,22.156
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,195.136,Storage,4,0.2,-43.9056
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Office Supplies,121.536,Art,4,0.2,15.192
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,17.472,Paper,3,0.2,5.6784
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,104.58,Binders,9,0.8,-172.557
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,24.7,Furnishings,5,0.6,-9.88
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,302.72,Furnishings,5,0.6,-378.4
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,8.56,Paper,2,0,3.852
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,11.56,Paper,2,0,5.6644
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,25.86,Appliances,3,0,6.7236
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,276.784,Binders,2,0.2,89.9548
Standard Class,Corporate,United States,San Jose,California,95123,West,Technology,110.352,Phones,3,0.2,8.2764
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,60.84,Furnishings,3,0,19.4688
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,35.208,Appliances,1,0.2,2.6406
Second Class,Corporate,United States,Mansfield,Texas,76063,Central,Office Supplies,41.472,Paper,8,0.2,14.5152
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,239.5,Paper,5,0,114.96
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,34.2,Supplies,5,0,9.234
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,376.866,Tables,3,0.4,-213.5574
First Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,197.72,Appliances,4,0,55.3616
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Technology,70.72,Accessories,4,0.2,-6.188
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,194.352,Storage,3,0.2,-43.7292
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,21.6,Paper,6,0,9.936
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,11.07,Labels,3,0,5.2029
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,282.84,Furnishings,4,0,19.7988
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,27.72,Labels,9,0,13.3056
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,11.68,Fasteners,4,0,5.256
Standard Class,Consumer,United States,Woodland,California,95695,West,Technology,239.984,Phones,2,0.2,23.9984
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,22.98,Appliances,1,0,6.894
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,102.13,Accessories,7,0,15.3195
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,2033.584,Binders,2,0.2,762.594
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,5.76,Art,2,0,1.6704
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,899.982,Copiers,3,0.4,74.9985
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Office Supplies,86.352,Art,3,0.2,5.397
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,139.96,Accessories,5,0.2,-1.7495
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,16.704,Appliances,6,0.2,1.2528
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,3.152,Accessories,2,0.2,0.4728
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,32.896,Paper,4,0.2,11.1024
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,21.392,Appliances,2,0.8,-54.5496
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,307.314,Tables,3,0.3,-39.5118
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,409.9992,Bookcases,3,0.32,-96.4704
First Class,Corporate,United States,Lubbock,Texas,79424,Central,Office Supplies,9.248,Paper,2,0.2,3.3524
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,14.67,Binders,3,0,6.7482
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,37.408,Paper,7,0.2,13.0928
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,3.438,Binders,2,0.7,-2.5212
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,7.152,Binders,3,0.2,2.3244
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,179.7,Phones,6,0,88.053
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,90.64,Appliances,8,0,38.9752
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,177,Accessories,3,0,30.09
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,79.45,Storage,7,0,22.246
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,1628.82,Chairs,9,0,260.6112
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,137.54,Furnishings,2,0,55.016
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,730.2,Tables,4,0,94.926
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,11.56,Paper,2,0,5.6644
Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,4297.644,Tables,13,0.4,-1862.3124
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,20.65,Art,5,0,9.499
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,204.9,Storage,5,0,0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,436.704,Chairs,6,0.2,21.8352
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,481.568,Chairs,2,0.2,54.1764
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,89.544,Accessories,7,0.2,12.3123
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,35.168,Storage,2,0.2,-8.3524
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,72.588,Binders,2,0.7,-48.392
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Office Supplies,221.16,Storage,4,0,57.5016
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Technology,281.97,Phones,3,0,78.9516
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,3406.664,Bookcases,8,0.15,160.3136
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,37.17,Art,9,0,10.4076
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,64.96,Appliances,2,0,19.488
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,595.38,Furnishings,6,0,297.69
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,95.984,Accessories,2,0.2,11.998
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Office Supplies,4.938,Binders,2,0.7,-3.6212
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,97.44,Furnishings,3,0,35.0784
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,3.984,Binders,1,0.2,1.3944
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,13.04,Art,4,0,5.7376
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,579.528,Chairs,4,0.1,83.7096
Second Class,Consumer,United States,Pomona,California,91767,West,Office Supplies,18.75,Labels,5,0,9
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,3023.928,Phones,9,0.2,226.7946
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,26.96,Accessories,2,0,3.7744
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,477.6,Phones,3,0.2,161.19
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,193.95,Storage,3,0,9.6975
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,12.96,Paper,2,0,6.2208
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,119.94,Furnishings,3,0,23.988
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,12.42,Furnishings,3,0,4.4712
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,18.088,Binders,7,0.2,6.5569
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,71.97,Envelopes,3,0,35.985
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Office Supplies,14.94,Labels,3,0,6.8724
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,64.68,Art,7,0.2,8.085
Standard Class,Consumer,United States,Dublin,California,94568,West,Technology,22,Phones,5,0.2,1.375
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,7.968,Paper,2,0.2,2.6892
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,1499.97,Phones,5,0.4,-374.9925
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,26.632,Storage,1,0.2,1.3316
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,41.6,Furnishings,4,0,14.144
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,64.02,Envelopes,6,0,29.4492
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,6.99,Art,3,0,2.0271
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,6.84,Supplies,1,0,1.8468
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,323.1,Storage,2,0,61.389
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,668.16,Phones,9,0.2,75.168
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,8.64,Labels,3,0,4.2336
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,38.88,Paper,6,0,18.6624
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,201.04,Furnishings,8,0,54.2808
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,12.96,Paper,2,0,6.3504
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,16.59,Accessories,1,0,5.8065
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,35.1,Art,6,0,10.179
Standard Class,Home Office,United States,Arlington,Texas,76017,Central,Office Supplies,11.646,Binders,9,0.8,-17.469
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,32.4,Paper,5,0,15.552
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Technology,503.96,Phones,4,0,125.99
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,7.04,Art,4,0,2.0416
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,613.9992,Bookcases,3,0.32,-18.0588
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,470.36,Storage,11,0,122.2936
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,31.08,Paper,6,0,15.2292
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,7.3,Supplies,2,0,2.19
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,73.536,Appliances,4,0.2,9.192
Second Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,491.55,Labels,5,0,240.8595
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,30.336,Furnishings,4,0.2,9.48
Standard Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,22.83,Paper,3,0,10.7301
Standard Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,54.32,Appliances,4,0,16.296
Standard Class,Consumer,United States,Inglewood,California,90301,West,Technology,196.776,Phones,3,0.2,14.7582
Standard Class,Consumer,United States,San Luis Obispo,California,93405,West,Office Supplies,3.62,Fasteners,2,0,1.1946
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,11.54,Paper,1,0,5.5392
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,849.95,Binders,5,0,390.977
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,11.01,Binders,3,0,5.3949
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,39.624,Binders,3,0.2,13.8684
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,242.136,Chairs,3,0.2,12.1068
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,12.39,Art,3,0,5.6994
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,19.96,Furnishings,2,0,5.5888
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,340.92,Storage,3,0,3.4092
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,273.568,Furnishings,2,0.2,-34.196
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,13.194,Binders,2,0.7,-8.796
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,1080.096,Storage,6,0.2,-94.5084
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,51.56,Accessories,5,0.2,-6.445
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,58.416,Accessories,2,0.2,16.7946
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,57.584,Binders,2,0.2,20.1544
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,37.312,Art,4,0.2,2.7984
Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,79.96,Phones,5,0.2,7.996
Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,223.96,Accessories,5,0.2,11.198
Second Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,221.024,Storage,2,0.2,-55.256
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,18.96,Furnishings,2,0,7.584
